id,Revenue,1,2,3,4,5,6,7,8,9
ORDX274,809,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,,,,,
ORDX275,664,Plain Rice, ,Special Fried Rice,Curry,Vindaloo - Prawn,,,,
ORDX276,1154,Bhuna - Chicken,Chicken Tikka Balti, ,,,,,,
ORDX277,1156,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Korma - Lamb,,,
ORDX278,1080,Bhuna - Chicken,Chicken Tikka Balti,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX279,901,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX280,1087,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Curry,Vindaloo - Prawn,,,,
ORDX281,675,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX282,884,Plain Rice,Bhuna - Chicken,House white wine 75cl,,,,,,
ORDX283,811,Plain Rice, ,,,,,,,
ORDX284,1275, ,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX285,1098,Bhuna - Chicken,Chicken Tikka Balti,,,,,,,
ORDX286,1172,Bhuna - Chicken,House white wine 75cl,Curry,Lamb Biryani,,,,,
ORDX287,1334,Plain Rice,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,,,,,
ORDX288,899,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Korma - Lamb,,,,
ORDX289,540,Bhuna - Chicken,Chicken Tikka Balti,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX290,404,Plain Rice,Chicken Tikka Balti,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX291,494,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,
ORDX292,967,Bhuna - Chicken,Chicken Tikka Balti,Curry,,,,,,
ORDX293,385,Chicken Tikka Balti, ,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX294,467,Bhuna - Chicken, ,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX295,894,Plain Rice,Chicken Tikka Balti,Vindaloo - Prawn,,,,,,
ORDX296,810,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX297,574,Plain Rice,Curry,Lamb Biryani,Korma - Lamb,,,,,
ORDX298,1259, ,Korma - Lamb,,,,,,,
ORDX299,810,Plain Rice, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX300,872,Bhuna - Chicken,Chicken Tikka Balti, ,,,,,,
ORDX301,861,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX302,1324,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,,,
ORDX303,523,Lamb Biryani,Korma - Lamb,,,,,,,
ORDX304,451,Bhuna - Chicken,House white wine 75cl,Curry,,,,,,
ORDX305,553,Plain Rice,Bhuna - Chicken,Curry,Korma - Lamb,,,,,
ORDX306,1167,Plain Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX307,1262,Plain Rice,Special Fried Rice,Lamb Biryani,,,,,,
ORDX308,1293,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,,,
ORDX309,585,Special Fried Rice,Lamb Biryani,,,,,,,
ORDX310,785,Curry,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX311,368,Bhuna - Chicken,House white wine 75cl,,,,,,,
ORDX312,816,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Korma - Lamb,,,
ORDX313,981,Bhuna - Chicken, ,Lamb Biryani,,,,,,
ORDX314,1374,Plain Rice, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX315,1024,Plain Rice,Bhuna - Chicken, ,Lamb Biryani,Korma - Lamb,,,,
ORDX316,515,Bhuna - Chicken,Vindaloo - Prawn,,,,,,,
ORDX317,1321, ,Special Fried Rice,Curry,Lamb Biryani,,,,,
ORDX318,1340,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX319,329,Plain Rice,Bhuna - Chicken, ,,,,,,
ORDX320,767,Chicken Tikka Balti, ,Lamb Biryani,,,,,,
ORDX321,554,Plain Rice,Bhuna - Chicken,Vindaloo - Prawn,,,,,,
ORDX322,439,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,,,
ORDX323,817,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,,,
ORDX324,1327,Plain Rice,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX325,1081,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,
ORDX326,1072,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX327,1234, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX328,1257,Curry,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX329,1338,Bhuna - Chicken,Curry,Lamb Biryani,,,,,,
ORDX330,776,Plain Rice,Special Fried Rice,Vindaloo - Prawn,,,,,,
ORDX331,718,Plain Rice,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX332,411,Bhuna - Chicken,House white wine 75cl,Curry,Vindaloo - Prawn,,,,,
ORDX333,576,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,
ORDX334,1194,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,,,
ORDX335,990,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,,,
ORDX336,547,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Curry,Vindaloo - Prawn,,,
ORDX337,1130,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,,,,,
ORDX338,840,Plain Rice,Bhuna - Chicken, ,Curry,Lamb Biryani,,,,
ORDX339,1213,House white wine 75cl,Curry,Korma - Lamb,,,,,,
ORDX340,1127, ,House white wine 75cl,Curry,Vindaloo - Prawn,,,,,
ORDX341,538,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX342,1112,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,
ORDX343,1017,Plain Rice, ,Lamb Biryani,,,,,,
ORDX344,1042,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX345,831,Plain Rice,Lamb Biryani,,,,,,,
ORDX346,1375, ,House white wine 75cl,Special Fried Rice,Curry,,,,,
ORDX347,732,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,
ORDX348,1236,Bhuna - Chicken, ,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX349,600,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Korma - Lamb,,
ORDX350,1308,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,
ORDX351,374,Plain Rice,Bhuna - Chicken, ,Curry,Korma - Lamb,,,,
ORDX352,797,Plain Rice,Curry,Lamb Biryani,,,,,,
ORDX353,374,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX354,1157,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX355,468,Bhuna - Chicken, ,House white wine 75cl,,,,,,
ORDX356,754, ,House white wine 75cl,Special Fried Rice,,,,,,
ORDX357,656,Plain Rice,Bhuna - Chicken,,,,,,,
ORDX358,1311,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX359,425,Bhuna - Chicken,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX360,1030,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX361,1254,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX362,1034,Plain Rice,Chicken Tikka Balti, ,Lamb Biryani,,,,,
ORDX363,462,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Vindaloo - Prawn,,,,
ORDX364,333, ,Special Fried Rice,,,,,,,
ORDX365,560,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Vindaloo - Prawn,,,
ORDX366,973,Plain Rice, ,Vindaloo - Prawn,,,,,,
ORDX367,742,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,,,,,
ORDX368,929,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Korma - Lamb,,
ORDX369,1038, ,Special Fried Rice,,,,,,,
ORDX370,666,Chicken Tikka Balti, ,House white wine 75cl,Curry,,,,,
ORDX371,408,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX372,497, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,,
ORDX373,736,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,,,,,
ORDX374,323,Bhuna - Chicken, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX375,933,Bhuna - Chicken, ,,,,,,,
ORDX376,1291,Plain Rice,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX377,724,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,,
ORDX378,649,Plain Rice,Special Fried Rice,Curry,,,,,,
ORDX379,1168,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,
ORDX380,940,Bhuna - Chicken, ,Vindaloo - Prawn,,,,,,
ORDX381,965,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,,,,,
ORDX382,1192,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Vindaloo - Prawn,Korma - Lamb,,,
ORDX383,1114,Plain Rice, ,Lamb Biryani,,,,,,
ORDX384,1064,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX385,563,Plain Rice, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX386,880,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX387,1326,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,
ORDX388,1343,Plain Rice, ,House white wine 75cl,,,,,,
ORDX389,644,Bhuna - Chicken, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX390,824,Plain Rice,Special Fried Rice,Vindaloo - Prawn,,,,,,
ORDX391,1322,Plain Rice, ,House white wine 75cl,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX392,366, ,Special Fried Rice,Lamb Biryani,,,,,,
ORDX393,863,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX394,867,Plain Rice,Bhuna - Chicken,Special Fried Rice,,,,,,
ORDX395,962,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX396,1102,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Korma - Lamb,
ORDX397,918, ,Curry,Vindaloo - Prawn,,,,,,
ORDX398,915,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,
ORDX399,996,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Korma - Lamb,,,,
ORDX400,367, ,Lamb Biryani,,,,,,,
ORDX401,372,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,
ORDX402,1305,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,,,,
ORDX403,598,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Korma - Lamb,,,,,
ORDX404,872,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,
ORDX405,413,House white wine 75cl,Korma - Lamb,,,,,,,
ORDX406,1131,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX407,511, ,Curry,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX408,397,Bhuna - Chicken,Chicken Tikka Balti,Curry,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX409,376,Plain Rice,House white wine 75cl,Curry,Korma - Lamb,,,,,
ORDX410,1394,Chicken Tikka Balti,Special Fried Rice,Vindaloo - Prawn,,,,,,
ORDX411,499,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX412,433,Bhuna - Chicken,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX413,993,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,,,,,,
ORDX414,378,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,
ORDX415,513,Bhuna - Chicken,Chicken Tikka Balti,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX416,424,Plain Rice,Bhuna - Chicken, ,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX417,481,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,,,,,
ORDX418,1386,Chicken Tikka Balti,Vindaloo - Prawn,,,,,,,
ORDX419,1301,Bhuna - Chicken, ,House white wine 75cl,,,,,,
ORDX420,1334,Plain Rice,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX421,406,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX422,511,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,,
ORDX423,398,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,
ORDX424,366,Bhuna - Chicken, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX425,1386,Plain Rice,Vindaloo - Prawn,,,,,,,
ORDX426,1140, ,House white wine 75cl,,,,,,,
ORDX427,937,Plain Rice,House white wine 75cl,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,,
ORDX428,967,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,
ORDX429,1051,Bhuna - Chicken,Chicken Tikka Balti,Korma - Lamb,,,,,,
ORDX430,920,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX431,419,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,,,,,
ORDX432,733, ,Special Fried Rice,Korma - Lamb,,,,,,
ORDX433,725,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,
ORDX434,1152,Special Fried Rice,Vindaloo - Prawn,,,,,,,
ORDX435,1230,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX436,1135,Plain Rice, ,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX437,953,Plain Rice,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX438,1081,Plain Rice,Bhuna - Chicken,Curry,Lamb Biryani,,,,,
ORDX439,904,Plain Rice,Chicken Tikka Balti, ,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX440,1308,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,
ORDX441,573,Plain Rice,Bhuna - Chicken,Korma - Lamb,,,,,,
ORDX442,514,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX443,763,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX444,584, ,Curry,Lamb Biryani,,,,,,
ORDX445,347,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,
ORDX446,511,Bhuna - Chicken,House white wine 75cl,Korma - Lamb,,,,,,
ORDX447,702,House white wine 75cl,Lamb Biryani,,,,,,,
ORDX448,1329,Plain Rice,Chicken Tikka Balti, ,Lamb Biryani,,,,,
ORDX449,774,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,,,,,,
ORDX450,767,Chicken Tikka Balti, ,Curry,,,,,,
ORDX451,1296,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,,
ORDX452,749,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Korma - Lamb,,
ORDX453,845,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,
ORDX454,454,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX455,1258,Plain Rice,Bhuna - Chicken,Vindaloo - Prawn,,,,,,
ORDX456,629,House white wine 75cl,Lamb Biryani,,,,,,,
ORDX457,1124, ,Special Fried Rice,Curry,Korma - Lamb,,,,,
ORDX458,1068,Bhuna - Chicken, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX459,444,Plain Rice,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX460,1349,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX461,1014,Chicken Tikka Balti,Special Fried Rice,,,,,,,
ORDX462,820,Bhuna - Chicken, ,Special Fried Rice,Curry,,,,,
ORDX463,840, ,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,,,,
ORDX464,1099,Plain Rice, ,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX465,488,Plain Rice,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX466,325,Bhuna - Chicken, ,Special Fried Rice,Korma - Lamb,,,,,
ORDX467,465,House white wine 75cl,Korma - Lamb,,,,,,,
ORDX468,716,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX469,791,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX470,769,Plain Rice, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,
ORDX471,606,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,
ORDX472,413,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX473,1088,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX474,1154,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX475,750,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,
ORDX476,501,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX477,1233,Bhuna - Chicken, ,Curry,Korma - Lamb,,,,,
ORDX478,506,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Vindaloo - Prawn,,,
ORDX479,808,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,
ORDX480,806,Plain Rice,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX481,451,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Korma - Lamb,,,,
ORDX482,347,Plain Rice,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,,,
ORDX483,1194,Bhuna - Chicken,Curry,,,,,,,
ORDX484,630,Bhuna - Chicken,Korma - Lamb,,,,,,,
ORDX485,465,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,
ORDX486,655,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,
ORDX487,1327,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,,,,
ORDX488,686,Bhuna - Chicken, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX489,322,Plain Rice, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,
ORDX490,982,Chicken Tikka Balti,Special Fried Rice,,,,,,,
ORDX491,1245,Bhuna - Chicken,Curry,,,,,,,
ORDX492,1165, ,Curry,,,,,,,
ORDX493,634,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,
ORDX494,1023,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX495,692,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,,,,
ORDX496,1001,Plain Rice, ,Lamb Biryani,,,,,,
ORDX497,789,Plain Rice,House white wine 75cl,,,,,,,
ORDX498,1368,Plain Rice, ,Lamb Biryani,Korma - Lamb,,,,,
ORDX499,687,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Korma - Lamb,,
ORDX500,941,Chicken Tikka Balti, ,,,,,,,
ORDX501,1015, ,Special Fried Rice,Korma - Lamb,,,,,,
ORDX502,343,Chicken Tikka Balti,Vindaloo - Prawn,,,,,,,
ORDX503,1286,Plain Rice,Bhuna - Chicken,House white wine 75cl,,,,,,
ORDX504,1152,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Vindaloo - Prawn,,,,,
ORDX505,1069,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX506,875,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX507,1220,Chicken Tikka Balti,House white wine 75cl,Curry,,,,,,
ORDX508,584,Special Fried Rice,Curry,Korma - Lamb,,,,,,
ORDX509,1125, ,Special Fried Rice,Curry,,,,,,
ORDX510,1197, ,House white wine 75cl,Curry,Korma - Lamb,,,,,
ORDX511,650,Bhuna - Chicken, ,Korma - Lamb,,,,,,
ORDX512,970, ,Special Fried Rice,Curry,Korma - Lamb,,,,,
ORDX513,737,Plain Rice,Chicken Tikka Balti,,,,,,,
ORDX514,529,Plain Rice,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX515,1154,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX516,1347,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX517,461,Plain Rice,Special Fried Rice,Vindaloo - Prawn,,,,,,
ORDX518,1354,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,
ORDX519,426,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,,,,,
ORDX520,1337,House white wine 75cl,Vindaloo - Prawn,,,,,,,
ORDX521,787,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,
ORDX522,1000,Plain Rice, ,House white wine 75cl,Curry,Lamb Biryani,,,,
ORDX523,838,House white wine 75cl,Vindaloo - Prawn,,,,,,,
ORDX524,1227,Plain Rice,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,,
ORDX525,648,Chicken Tikka Balti,Special Fried Rice,Curry,,,,,,
ORDX526,711, ,Vindaloo - Prawn,,,,,,,
ORDX527,863,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX528,990,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX529,891,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX530,1062,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX531,647,Bhuna - Chicken,Chicken Tikka Balti, ,,,,,,
ORDX532,649,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX533,784,Chicken Tikka Balti, ,House white wine 75cl,Vindaloo - Prawn,,,,,
ORDX534,901,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Curry,Lamb Biryani,,,
ORDX535,1055,Chicken Tikka Balti,Curry,Lamb Biryani,,,,,,
ORDX536,698,House white wine 75cl,Korma - Lamb,,,,,,,
ORDX537,375,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX538,1105,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,
ORDX539,819,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Lamb Biryani,Vindaloo - Prawn,,,
ORDX540,344,Bhuna - Chicken, ,House white wine 75cl,Curry,Lamb Biryani,,,,
ORDX541,343,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,,,
ORDX542,1308,Chicken Tikka Balti, ,House white wine 75cl,,,,,,
ORDX543,457,Chicken Tikka Balti,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX544,1237,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX545,1387,Special Fried Rice,Korma - Lamb,,,,,,,
ORDX546,976,Plain Rice, ,Special Fried Rice,,,,,,
ORDX547,671,Plain Rice,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX548,445,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX549,1355,House white wine 75cl,Special Fried Rice,Curry,,,,,,
ORDX550,1045, ,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX551,961,Bhuna - Chicken, ,Special Fried Rice,Korma - Lamb,,,,,
ORDX552,1313,Bhuna - Chicken,House white wine 75cl,Lamb Biryani,,,,,,
